"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 22 21:02:49 GMT 2025","Tue Apr 22 21:02:49 GMT 2025","279","","","","","","Test UPDATE call [put_payload_1.json]",""
"passed","Tue Apr 22 21:02:49 GMT 2025","Tue Apr 22 21:02:50 GMT 2025","506","","","","","","Test GET Call",""
"passed","Tue Apr 22 21:02:50 GMT 2025","Tue Apr 22 21:02:50 GMT 2025","406","","","","","","Test UPDATE call [put_payload_2.json]",""
"passed","Tue Apr 22 21:02:49 GMT 2025","Tue Apr 22 21:02:50 GMT 2025","589","","","","","","Test POST Call [post_payload_1.json]",""
"passed","Tue Apr 22 21:02:49 GMT 2025","Tue Apr 22 21:02:49 GMT 2025","229","","","","","","Test DELETE Call",""
"passed","Tue Apr 22 21:02:49 GMT 2025","Tue Apr 22 21:02:49 GMT 2025","157","","","","","","Test POST Call [post_payload_2.json]",""
