"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 11 21:02:49 GMT 2024","Sun Aug 11 21:02:49 GMT 2024","103","","","","","","Test UPDATE call [put_payload_2.json]",""
"passed","Sun Aug 11 21:02:49 GMT 2024","Sun Aug 11 21:02:49 GMT 2024","76","","","","","","Test POST Call [post_payload_2.json]",""
"passed","Sun Aug 11 21:02:49 GMT 2024","Sun Aug 11 21:02:49 GMT 2024","47","","","","","","Test DELETE Call",""
"passed","Sun Aug 11 21:02:49 GMT 2024","Sun Aug 11 21:02:49 GMT 2024","36","","","","","","Test GET Call",""
"passed","Sun Aug 11 21:02:49 GMT 2024","Sun Aug 11 21:02:49 GMT 2024","127","","","","","","Test POST Call [post_payload_1.json]",""
"passed","Sun Aug 11 21:02:49 GMT 2024","Sun Aug 11 21:02:49 GMT 2024","119","","","","","","Test UPDATE call [put_payload_1.json]",""
