"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 07 21:02:50 GMT 2025","Wed May 07 21:02:51 GMT 2025","275","","","","","","Test POST Call [post_payload_1.json]",""
"passed","Wed May 07 21:02:50 GMT 2025","Wed May 07 21:02:51 GMT 2025","317","","","","","","Test POST Call [post_payload_2.json]",""
"passed","Wed May 07 21:02:51 GMT 2025","Wed May 07 21:02:51 GMT 2025","244","","","","","","Test DELETE Call",""
"passed","Wed May 07 21:02:51 GMT 2025","Wed May 07 21:02:51 GMT 2025","248","","","","","","Test UPDATE call [put_payload_2.json]",""
"passed","Wed May 07 21:02:50 GMT 2025","Wed May 07 21:02:50 GMT 2025","100","","","","","","Test GET Call",""
"passed","Wed May 07 21:02:51 GMT 2025","Wed May 07 21:02:51 GMT 2025","256","","","","","","Test UPDATE call [put_payload_1.json]",""
