"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 01 21:03:02 GMT 2024","Mon Jul 01 21:03:02 GMT 2024","32","","","","","","Test DELETE Call",""
"passed","Mon Jul 01 21:03:02 GMT 2024","Mon Jul 01 21:03:02 GMT 2024","49","","","","","","Test UPDATE call [put_payload_1.json]",""
"passed","Mon Jul 01 21:03:02 GMT 2024","Mon Jul 01 21:03:02 GMT 2024","38","","","","","","Test UPDATE call [put_payload_2.json]",""
"passed","Mon Jul 01 21:03:02 GMT 2024","Mon Jul 01 21:03:02 GMT 2024","159","","","","","","Test POST Call [post_payload_2.json]",""
"passed","Mon Jul 01 21:03:02 GMT 2024","Mon Jul 01 21:03:02 GMT 2024","53","","","","","","Test GET Call",""
"passed","Mon Jul 01 21:03:02 GMT 2024","Mon Jul 01 21:03:02 GMT 2024","143","","","","","","Test POST Call [post_payload_1.json]",""
